Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
"GARDENS HEALTH & REHABILITATION CENTER, THE",105822,1704 HUNTINGTON VILLAGE CIRCLE,DAYTONA BEACH,Volusia,16,24,36,0,96,32,52,0,29.199645,-81.069252
SOLARIS HEALTHCARE DAYTONA,105915,550 NATIONAL HEALTHCARE DRIVE,DAYTONA BEACH,Volusia,0,0,0,0,66,52,2,0,29.205895000000005,-81.062167
"THE ARLINGTON OF NAPLES, INC,",106108,8000 ARLINGTON CIRCLE,NAPLES,Collier,0,14,6,1,34,15,19,0,26.103054,-81.692391
HAVEN OF OUR LADY OF PEACE,106052,1900 SUMMIT BOULEVARD,PENSACOLA,Escambia,14,0,13,2,90,35,12,0,30.466839999999998,-87.201157
GRACE REHABILITATION CENTER OF VERO BEACH,106075,2180 10TH AVENUE,VERO BEACH,Indian River,27,3,15,3,41,15,4,0,27.640738,-80.39319100000002
MAGNOLIA HEALTH AND REHABILITATION CENTER,106032,1507 S TUTTLE AVE,SARASOTA,Sarasota,14,1,20,4,110,18,5,0,27.3198,-82.51394
BENTLEY CARE CENTER,106062,875 RETREAT DRIVE,NAPLES,Collier,15,5,7,6,54,17,11,0,26.306627000000002,-81.806198
ADDINGTON PLACE AT WELLINGTON GREEN,106091,10330 NUVISTA AVENUE,WELLINGTON,Palm Beach,20,52,0,0,62,24,24,0,26.640537,-80.208196
OLIVE BRANCH HEALTH AND REHAB CENTER,106117,8325 UNIVERSITY PARKWAY,PENSACOLA,Escambia,3,0,0,0,79,12,1,0,30.51544,-87.220928
WESTMINSTER OAKS,105854,4449 MEANDERING WAY,TALLAHASSEE,Leon,46,17,24,1,106,29,13,0,30.479291,-84.203966
VIERA HEALTH AND REHABILITATION CENTER,105885,8050 SPYGLASS HILL RD,VIERA,Brevard,29,6,22,7,103,35,12,0,28.238082,-80.708159
ADVENTHEALTH CARE CENTER ZEPHYRHILL NORTH,105986,7350 DAIRY RD,ZEPHYRHILLS,Pasco,2,35,6,2,95,7,11,0,28.265261,-82.184102
SUNNYSIDE NURSING HOME,106053,5201 BAHIA VISTA STREET,SARASOTA,Sarasota,1,0,4,0,54,5,2,0,27.323661000000005,-82.466583
VIERA DEL MAR HEALTH AND REHABILITATION CENTER,106123,2355 VIDINA DRIVE,VIERA,Brevard,11,3,25,2,76,12,6,0,0,0
MANORCARE HEALTH SERVICES,106005,16200 JOG ROAD,DELRAY BEACH,Palm Beach,9,7,11,0,71,10,6,0,26.436214,-80.146473
EMORY L BENNETT MEMORIAL VETERANS NURSING HOME,105840,1920 MASON AVENUE,DAYTONA BEACH,Volusia,23,2,15,2,88,24,21,0,29.213392,-81.085665
FREEDOM SQUARE HEALTH CARE CENTER,106042,10801 JOHNSON BLVD,SEMINOLE,Pinellas,16,5,17,4,56,24,10,2,27.841996,-82.790155
UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER,106100,724 NW 19TH ST,MIAMI,Miami-Dade,20,16,23,6,141,35,1,0,25.793921,-80.207733
LUTHERAN HAVEN NURSING HOME,106050,1525 HAVEN DRIVE,OVIEDO,Seminole,2,0,10,0,36,8,0,0,28.642353,-81.231805
DESTIN HEALTHCARE AND REHABILITATION CENTER,105862,195 MATTIE M KELLY BLVD,DESTIN,Okaloosa,66,0,11,3,112,40,0,0,30.392702000000003,-86.471214
GRAND OAKS HEALTH AND REHABILITATION CENTER,105952,3001 PALM COAST PARKWAY SE,PALM COAST,Flagler,21,0,10,1,94,33,10,0,29.557221,-81.19616300000001
LAKESIDE NURSING AND REHABILITATION CENTER,105980,11411 ARMSDALE ROAD,JACKSONVILLE,Duval,23,6,23,0,94,47,9,0,30.439931,-81.678782
CLIFFORD CHESTER SIMS STATE VETERANS NURSING HOME,106056,4419 TRAM ROAD,PANAMA CITY,Bay,40,0,34,10,73,57,0,1,30.174309,-85.587423
KINDRED HOSPITAL SOUTH FLORIDA HOLLYWOOD,106109,1859 VAN BUREN ST,HOLLYWOOD,Broward,4,0,3,1,24,11,3,0,26.009625,-80.144666
DE LUNA HEALTH AND REHABILITATION CENTER,106136,9310 FOWLER AVE,PENSACOLA,Escambia,0,0,9,9,24,5,3,0,30.532285000000005,-87.283717
CHILDRENS COMPREHENSIVE CARE CENTER INC,106110,200 SE 19TH AVENUE,POMPANO BEACH,Broward,0,0,1,0,34,3,2,0,26.229722,-80.104869
SHOAL CREEK REHABILITATION CENTER,106028,500 HOSPITAL DRIVE,CRESTVIEW,Okaloosa,94,10,12,7,108,60,5,0,30.733870999999997,-86.562179
HARBOURWOOD CARE CENTER,106041,549 SKY HARBOR DR,CLEARWATER,Pinellas,23,10,14,0,103,20,3,0,27.95897,-82.723121
UNIVERSITY CROSSING,105820,6210 BEACH BLVD,JACKSONVILLE,Duval,16,6,15,0,104,32,36,0,30.291190000000004,-81.597435
CHATHAM GLEN HEALTHCARE AND REHABILITATION CENTER,106139,16605 SE 74TH SOULLIERE AVENUE,THE VILLAGES,Marion,0,5,12,2,48,17,49,0,0,0
CONSULATE HEALTH CARE OF MELBOURNE,105861,3033 SARNO RD,MELBOURNE,Brevard,43,22,50,12,130,59,2,0,28.121518,-80.673854
OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,106066,2660 SW 53RD LN,GAINESVILLE,Alachua,11,0,20,2,60,10,0,0,29.603838,-82.360935
PRUITTHEALTH - SANTA ROSA,106048,5530 NORTHROP ROAD,MILTON,Santa Rosa,11,2,28,1,111,18,2,0,30.635621000000004,-87.065304
"CRYSTAL HEALTH AND REHAB CENTER, LLC",106092,48 HIGH POINT ROAD,TAVERNIER,Monroe,132,6,23,6,80,53,0,0,24.980395,-80.550593
GOOD SAMARITAN SOCIETY-FLORIDA LUTHERAN,105937,450 NORTH MCDONALD AVENUE,DELAND,Volusia,14,10,17,2,44,26,6,0,29.035074,-81.287168
RENAISSANCE AT THE TERRACES,106104,26475 SOUTH TAMIAMI TRAIL,BONITA SPRINGS,Lee,2,0,3,0,27,26,0,0,26.355593,-81.807619
CONSULATE HEALTH CARE OF ST PETERSBURG,105895,9393 PARK BLVD,SEMINOLE,Pinellas,30,11,8,6,79,38,9,0,27.83943,-82.76896200000002
ADVENTHEALTH CARE CENTER CELEBRATION,106127,1290 CELEBRATION BLVD,KISSIMMEE,Osceola,7,2,0,0,53,15,3,0,28.315041,-81.556895
SAVANNAH COVE,105886,1301 W MAITLAND BLVD,MAITLAND,Orange,3,1,8,0,31,9,1,0,28.631008,-81.378732
SAVANNAH COVE OF THE PALM BEACHES,105875,2090 N CONGRESS AVE,WEST PALM BEACH,Palm Beach,0,0,8,0,24,0,0,0,26.735923,-80.089826
LAKEWOOD NURSING CENTER,105808,100 N LAKE ST,CRESCENT CITY,Putnam,25,15,16,11,67,51,31,0,29.432146,-81.507016
STRATFORD COURT OF BOCA RATON,105851,6343 VIA DE SONRISA DEL SUR,BOCA RATON,Palm Beach,14,0,9,7,35,10,0,0,26.329394,-80.143122
HAWTHORNE HEALTH AND REHAB OF BRANDON,105881,851 WEST LUMSDEN RD,BRANDON,Hillsborough,25,4,27,13,57,29,11,0,27.923208,-82.298584
BRANDON HEALTH AND REHABILITATION CENTER,105951,1465 OAKFIELD DR,BRANDON,Hillsborough,7,1,0,0,96,30,0,0,27.934049,-82.307614
WEDGEWOOD HEALTHCARE CENTER,106002,1010 CARPENTERS WAY,LAKELAND,Polk,28,10,5,4,105,26,17,0,28.100652,-81.970997
PALMETTO SUBACUTE CARE CENTER,105939,7600 SW 8TH STREET,MIAMI,Miami-Dade,50,53,23,12,70,50,33,0,25.762504,-80.318663
HEALTH CENTER AT SINAI RESIDENCES,106111,21044 95TH AVENUE SOUTH,BOCA RATON,Palm Beach,11,4,3,3,49,33,1,0,26.362348,-80.194687
BUFFALO CROSSING HEALTHCARE AND REHABILITATION CEN,106114,3875 WEDGEWOOD LANE,THE VILLAGES,Alachua,1,1,14,0,86,12,0,0,28.928433000000002,-82.02605
VI AT LAKESIDE VILLAGE,105968,2792 DONNELLY DRIVE,LANTANA,Palm Beach,2,0,0,0,41,7,2,0,26.584012,-80.083587
COMMUNITY HEALTH AND REHABILITATION CENTER,105975,3611 TRANSMITTER ROAD,PANAMA CITY,Bay,1,0,0,0,28,2,0,0,30.213909,-85.607528
NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU),106055,1360 BRICKYARD RD,CHIPLEY,Washington,1,1,5,0,27,5,0,0,30.76457,-85.542643
"NURSING CENTER AT LA POSADA, THE",106067,3600 MASTERPIECE WAY,PALM BEACH GARDENS,Palm Beach,3,1,4,0,37,14,6,0,26.852774,-80.087012
GULF COAST MEDICAL CENTER SKILLED NURSING UNIT,106122,13960 PLANTATION ROAD,FORT MYERS,Lee,,,,,,,,,26.53987,-81.84696
WESTMINSTER ST AUGUSTINE,106040,230 TOWERVIEW DRIVE,SAINT AUGUSTINE,St. Johns,0,0,2,0,23,1,0,0,29.986831,-81.480016
ADVENTHEALTH CARE CENTER WATERMAN,106119,4501 WATERMAN WAY,TAVARES,Lake,2,2,1,0,93,23,14,0,0,0
PLYMOUTH HARBOR INCORPORATED,105817,700 JOHN RINGLING BLVD,SARASOTA,Sarasota,0,24,0,0,31,5,2,0,27.321783,-82.57086
GLENRIDGE ON PALMER RANCH INC.,106063,7333 SCOTLAND WAY,SARASOTA,Sarasota,0,0,0,0,43,15,0,0,27.249305,-82.461754
EDGEWOOD NURSING CENTER,105826,1771 EDGEWOOD AVE W,JACKSONVILLE,Duval,16,0,22,11,49,24,0,0,30.385983,-81.687788
TUSKAWILLA NURSING AND REHAB CENTER,105872,1024 WILLA SPRINGS DR,WINTER SPRINGS,Seminole,9,9,16,1,71,11,2,0,28.645394,-81.27232
EVANS HEALTH CARE,106000,3735 EVANS AVE,FORT MYERS,Lee,22,1,10,7,94,9,0,0,26.607363,-81.859794
VI AT AVENTURA,106076,19333 WEST COUNTRY CLUB DRIVE,AVENTURA,Miami-Dade,2,2,12,1,23,14,1,0,25.954537,-80.138608
"GARDENS OF PORT ST LUCIE, THE",105832,1699 SE LYNGATE DRIVE,PORT SAINT LUCIE,St. Lucie,0,0,6,0,28,2,0,0,27.286598,-80.298828
GLADES WEST REHABILITATION AND NURSING C,106106,15955 BASS CREEK ROAD,PEMBROKE PINES,Broward,20,1,20,3,109,23,0,0,25.967774,-80.358111
SCOTT LAKE HEALTH AND REHABILITATION CENTER,106120,800 E COUNTY RD 540A,LAKELAND,Polk,0,0,5,0,80,9,1,0,27.952947,-81.953341
KEY WEST HEALTH AND REHABILITATION CENTER,106089,5860 W JUNIOR COLLEGE RD,KEY WEST,Monroe,0,4,19,0,94,14,14,0,0,0
NORTH DADE NURSING AND REHABILITATION CENTER,106133,1255 NE 135TH STREET,NORTH MIAMI,Miami-Dade,28,13,29,7,194,43,0,0,25.899997,-80.173323
WESTMINSTER BALDWIN PARK,106118,2653 LAKE BALDWIN LANE,ORLANDO,Orange,0,0,0,0,38,6,0,0,28.577659000000004,-81.320593
LIFE CARE CENTER OF OCALA,105999,2800 SW 41ST ST,OCALA,Marion,14,6,21,0,108,24,7,0,29.147908000000005,-82.170337
SOLARIS HEALTHCARE WINDERMERE,105960,4875 CASON COVE DRIVE,ORLANDO,Orange,10,14,22,2,113,10,1,0,28.499382,-81.443948
TAMPA LAKES HEALTH AND REHABILITATION CENTER,106112,750 HAYES RD,LUTZ,Hillsborough,30,29,24,7,134,27,7,0,28.098492,-82.456348
WINKLER COURT,105882,3250 WINKLER AVENUE EXTENSION,FORT MYERS,Lee,43,59,22,11,88,43,12,0,26.604671,-81.845642
FLORIDA HOSPITAL NORTH PINELLAS,105912,1395 S PINELLAS AVE,TARPON SPRINGS,Pinellas,0,0,0,0,21,5,1,0,28.13314,-82.758576
WRIGHTS HEALTHCARE AND REHABILITATION CENTER,105849,11300 110TH AVE N,SEMINOLE,Pinellas,1,7,1,0,47,3,3,0,27.872858,-82.796147
MADISON HEALTH AND REHABILITATION CENTER,105807,2481 WEST US 90,MADISON,Madison,18,8,2,2,46,15,15,1,30.482541,-83.451094
CROSS CITY NURSING AND REHABILITATION CENTER,106009,583 NE 351 HWY,CROSS CITY,Dixie,6,2,0,0,50,25,12,0,0,0
VILLAGE PLACE HEALTH AND REHABILITATION CENTER,106072,2370 HARBOR BLVD,PORT CHARLOTTE,Charlotte,15,8,5,0,101,11,2,0,26.993711,-82.096366
OSPREY POINT NURSING CENTER,106008,1104 NORTH MAIN STREET,BUSHNELL,Sumter,0,0,10,0,54,5,0,0,28.680299,-82.111056
SOLARIS HEALTHCARE CHARLOTTE HARBOR,105859,4000 KINGS HWY,PORT CHARLOTTE,Charlotte,22,34,37,19,166,30,67,0,26.970698,-82.067281
MOOSEHAVEN,106077,1701 PARK AVENUE,ORANGE PARK,Clay,0,33,22,0,37,9,55,0,30.168859000000005,-81.701131
LIFE CARE CENTER OF INVERRARY,106047,4300 ROCK ISLAND ROAD,LAUDERHILL,Broward,22,0,5,5,104,28,0,0,26.177811,-80.220287
MANORCARE HEALTH SERVICES WEST PALM BEACH,105911,2300 VILLAGE BLVD,WEST PALM BEACH,Palm Beach,18,26,22,0,83,34,4,0,26.732194,-80.093141
GLADES HEALTH CARE CENTER,106018,230 SOUTH BARFIELD HIGHWAY,PAHOKEE,Palm Beach,35,2,37,24,53,50,27,2,26.821082,-80.661263
WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER,105919,1700 21ST AVE W,BRADENTON,Manatee,3,0,19,1,44,13,2,0,27.480917,-82.578975
ORLANDO HEALTH CENTER FOR REHABILITATION,106130,1300 HEMPEL AVENUE,OCOEE,Orange,1,0,10,0,63,8,0,0,28.527139,-81.522794
GULF SHORE CARE CENTER,105978,6767 86TH AVE N,PINELLAS PARK,Pinellas,69,0,21,5,79,43,0,0,27.85013,-82.73217
PREMIER PLACE AT THE GLENVIEW,105856,100 GLENVIEW PLACE,NAPLES,Collier,10,3,11,2,24,40,5,0,26.217635,-81.810525
CONSULATE HEALTH CARE OF PORT CHARLOTTE,105982,18480 COCHRAN BLVD,PORT CHARLOTTE,Charlotte,30,0,3,1,93,11,4,0,27.003601,-82.141214
"CATHEDRAL GERONTOLOGY CENTER, INC",105834,333 E ASHLEY ST,JACKSONVILLE,Duval,51,2,23,3,83,37,1,0,30.329745,-81.652113
KR AT HILLSBOROUGH LAKES,106093,19091 N DALE MABRY HWY,LUTZ,Hillsborough,15,5,0,0,74,34,63,0,28.152664,-82.490196
BRIDGEWATER PARK HEALTH & REHABILITATION CENTER,106115,9280 SOUTH WEST 81ST CT,OCALA,Marion,10,2,0,0,104,11,20,0,0,0
PRUITTHEALTH - SOUTHWOOD,106140,2301 BLUFF OAK WAY,TALLAHASSEE,Leon,13,0,3,3,8,9,1,0,30.413284,-84.231191
BAY VILLAGE OF SARASOTA,106085,8400 VAMO ROAD,SARASOTA,Sarasota,9,2,1,1,49,24,14,0,27.229119,-82.497554
LAKESIDE NEUROLOGIC,106054,1962 VANDOLAH RD,WAUCHULA,Hardee,0,0,0,0,9,10,0,0,27.545127,-81.921193
LIFE CARE CENTER OF PALM BAY,106060,175 VILLA NUEVA AVE,PALM BAY,Brevard,0,0,28,0,119,12,2,0,27.999804,-80.615953
BRADENTON HEALTH CARE,106017,6305 CORTEZ RD W,BRADENTON,Manatee,26,0,30,24,61,33,6,0,27.462525,-82.624886
GARDENS AT TERRACINA HEALTH & REHABILITATION,106129,6869 DAVIS BOULEVARD,NAPLES,Collier,0,0,0,0,24,6,1,0,26.138883,-81.729427
SOLARIS HEALTHCARE LAKE BENNET,105967,1091 KELTON AVE,OCOEE,Orange,2,17,41,1,113,12,11,0,28.553899,-81.531453
YBOR CITY CENTER FOR REHABILITATION AND HEALING,105891,1709 TALIAFERRO AVE,TAMPA,Hillsborough,29,2,11,1,53,24,2,0,0,0
FRANCO NURSING & REHABILITATION CENTER,105903,800 NW 95TH STREET,MIAMI,Miami-Dade,36,8,24,12,85,32,0,0,25.861757,-80.212303
FINNISH-AMERICAN VILLAGE,105827,1800 SOUTH DRIVE,LAKE WORTH,Palm Beach,7,3,0,0,42,16,1,0,26.590868,-80.070534
WESTMINSTER POINT PLEASANT,106030,1533 4TH AVE W,BRADENTON,Manatee,30,0,19,0,106,13,0,0,27.496317,-82.577008
"ROHR HOME, THE",105823,2120 MARSHALL EDWARDS DR,BARTOW,Polk,2,0,6,0,44,5,11,0,27.884511,-81.82189400000001
PRUITTHEALTH - FLEMING ISLAND,106124,2040 TOWN CENTER BLVD,FLEMING ISLAND,Clay,17,13,3,0,84,24,0,0,30.085481999999995,-81.717805
BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,106006,6919 PARKWAY BLVD,LAND O LAKES,Pasco,43,0,25,11,80,18,3,0,28.251531,-82.448426
BAYA POINTE NURSING AND REHABILITATION CENTER,105846,587 SE ERMINE AVE,LAKE CITY,Columbia,10,0,1,1,79,21,11,0,30.182168000000004,-82.626177
SOUTHERN OAKS CARE CENTER,106051,600 W GREGORY ST,PENSACOLA,Escambia,95,0,23,6,170,27,3,0,30.413908,-87.224834
"AVANTE AT OCALA, INC",106084,2021 SW 1ST AVE,OCALA,Alachua,64,60,13,6,112,58,8,0,29.167247000000003,-82.136693
CONSULATE HEALTH CARE OF JACKSONVILLE,105917,4101 SOUTHPOINT DRIVE EAST,JACKSONVILLE,Duval,2,0,0,0,98,28,0,0,30.256914,-81.585542
ROYAL CARE OF AVON PARK,105812,1213 W STRATFORD RD,AVON PARK,Highlands,39,8,9,2,82,21,2,0,27.628341,-81.51721
HARBORCHASE OF NAPLES,105995,7801 AIRPORT PULLING ROAD N,NAPLES,Collier,2,0,0,0,37,16,1,0,26.239708,-81.769068
"VICTORIA NURSING & REHABILITATION CENTER, INC.",106031,955 NW 3RD ST,MIAMI,Miami-Dade,25,7,37,0,252,48,0,0,25.776551,-80.21065
PONCE PLAZA NURSING & REHABILITATION CENTER,106021,335 SW 12 AVENUE,MIAMI,Miami-Dade,57,1,28,12,131,70,4,0,25.769947000000002,-80.214549
KEYSTONE REHABILITATION AND HEALTH CENTER,106074,1120 W DONEGAN AVE,KISSIMMEE,Osceola,8,0,10,3,86,19,1,0,28.318912,-81.414689
AVANTE AT ORLANDO INC,106027,2000 NORTH SEMORAN BOULEVARD,ORLANDO,Orange,95,11,13,7,101,33,11,0,28.572309000000004,-81.311027
RULEME CENTER,105855,2810 RULEME ST,EUSTIS,Lake,38,32,13,8,65,28,35,0,28.826456999999998,-81.689505
FREEDOM POINTE AT THE VILLAGES REHABILITATION AND,106083,1460 EL CAMINO REAL DRIVE,THE VILLAGES,Lake,0,7,8,0,50,12,1,0,28.949271,-81.959123
SOUTH DADE NURSING AND REHABILITATION CENTER,106132,17475 S DIXIE HWY,MIAMI,Miami-Dade,52,7,15,6,165,54,3,0,25.60805,-80.34775
TIFFANY HALL NURSING AND REHAB CENTER,105819,1800 SE HILLMOOR DRIVE,PORT SAINT LUCIE,St. Lucie,77,0,16,3,73,37,2,0,27.284671,-80.293248
CONSULATE HEALTH CARE OF PENSACOLA,105935,235 WEST AIRPORT BLVD,PENSACOLA,Escambia,69,8,7,5,84,44,2,0,30.472201000000002,-87.252707
GARDENS COURT,105921,3803 PGA BOULEVARD,PALM BEACH GARDENS,Palm Beach,20,3,12,8,82,42,2,0,26.84432,-80.093192
WESTMINSTER WINTER PARK,105879,1111 S LAKEMONT AVE,WINTER PARK,Orange,2,0,0,0,68,66,0,0,28.583246,-81.327765
WOODLAND GROVE HEALTH & REHABILITATION CENTER,106058,4325 SOUTHPOINT BOULEVARD,JACKSONVILLE,Duval,103,78,16,14,103,100,54,0,30.253474000000004,-81.588045
LIFE CARE CENTER OF ORLANDO,105974,3211 ROUSE ROAD,ORLANDO,Orange,13,32,16,0,100,26,4,0,28.594468,-81.224304
LIFE CARE CENTER OF CITRUS COUNTY,105870,3325 W JERWAYNE LN,LECANTO,Citrus,40,53,46,7,84,20,18,0,28.871793,-82.49068
BOYNTON BEACH REHABILITATION CENTER,105837,9600 LAWRENCE RD,BOYNTON BEACH,Palm Beach,10,0,22,1,134,30,0,0,26.533377,-80.106566
"GROVE HEALTH & REHABILITATION CENTER, THE",106036,124 W NORVELL BRYANT HWY,HERNANDO,Citrus,2,1,22,0,115,7,98,0,28.899953999999997,-82.437549
WATERS EDGE HEALTH AND REHABILITATION,105828,1500 SW CAPRI ST,PALM CITY,Martin,2,2,5,0,27,19,6,0,27.187756,-80.27565
LAKE PARK OF MADISON NURSING AND REHABILITATION CE,105892,259 SW CAPTAIN BROWN RD,MADISON,Madison,49,31,38,11,76,59,58,1,30.472513,-83.430934
FAIR HAVENS CENTER,106128,201 CURTISS PKWY,MIAMI SPRINGS,Miami-Dade,18,52,2,10,59,51,0,0,25.818969000000003,-80.283382
THE PRESERVE,106137,14750 HOPE CENTER LOOP,FORT MYERS,Lee,0,0,1,0,29,16,5,0,26.531323,-81.847786
GOLDEN GLADES NURSING AND REHABILITATION CENTER,106131,220 SIERRA DRIVE,MIAMI,Miami-Dade,60,257,47,10,157,44,0,0,25.954183000000004,-80.196522
ISLE HEALTH & REHABILITATION CENTER,106065,1125 FLEMING PLANTATION BLVD,ORANGE PARK,Clay,4,2,18,2,96,24,2,0,30.068456,-81.709419
STEWARD SEBASTIAN RIVER MEDICAL CENTER,106101,13695 US 1,SEBASTIAN,Indian River,0,0,0,0,25,1,0,0,27.844359,-80.488128
HEARTLAND HEALTH CARE & REHABILITATION CENTER,105842,5401 SAWYER RD,SARASOTA,Sarasota,8,23,9,0,86,12,10,0,27.274694,-82.489331
"PAVILION FOR HEALTH CARE, THE",106096,3465 CAROLINE BLVD,PENNEY FARMS,Clay,9,2,8,1,35,25,0,0,29.977501000000004,-81.808939
GRACE HEALTHCARE OF LAKE WALES,106069,730 N SCENIC HWY,LAKE WALES,Polk,38,10,7,5,70,51,159,0,27.912774,-81.588401
LIFE CARE CENTER OF JACKSONVILLE,106064,4813 LENOIR AVENUE,JACKSONVILLE,Duval,35,12,2,1,71,38,3,0,30.248952,-81.600072
HUNTERS CREEK NURSING AND REHAB CENTER,105987,14155 TOWN LOOP BLVD,ORLANDO,Orange,31,0,6,5,94,17,0,0,28.364695,-81.419828
GOOD SAMARITAN CENTER,105809,10676 MARVIN JONES BLVD,LIVE OAK,Suwannee,70,10,55,29,105,56,18,0,30.258948999999998,-83.236386
LIFE CARE CENTER OF PORT SAINT LUCIE,106012,3720 SE JENNINGS RD,PORT SAINT LUCIE,St. Lucie,63,15,25,14,92,39,99,0,27.278359,-80.289967
RIDGECREST NURSING AND REHABILITATION CENTER,106061,1200 NORTH STONE STREET,DELAND,Volusia,112,40,68,12,127,68,30,0,29.049424,-81.316539
ADVENTHEALTH DADE CITY,106125,13100 FORT KING RD,DADE CITY,Pasco,0,0,0,0,29,1,3,0,28.348587,-82.201685
CONSULATE HEALTH CARE OF WINTER HAVEN,105998,2701 LAKE ALFRED RD,WINTER HAVEN,Polk,55,7,32,10,89,45,11,0,28.050841,-81.734991
TAYLOR CARE CENTER,105821,6535 CHESTER AVENUE,JACKSONVILLE,Duval,40,32,34,16,74,46,11,0,30.257259,-81.621838
CHATSWORTH AT PGA NATIONAL,106013,347 HIATT DRIVE,PALM BEACH GARDENS,Palm Beach,13,4,5,2,34,16,9,0,26.81078,-80.135619
VILLA HEALTH & REHABILITATION CENTER,105930,120 CHIPOLA AVE,DELAND,Volusia,13,0,15,0,106,75,0,0,29.002517,-81.305603
LADY LAKE SPECIALTY CARE CENTER,106003,630 GRIFFIN AVENUE,LADY LAKE,Lake,62,8,29,15,122,46,8,0,28.937919000000004,-81.934414
BROOKDALE PALMER RANCH SNF,106022,5111 PALMER RANCH PARKWAY,SARASOTA,Sarasota,1,8,7,0,53,12,12,0,27.246163,-82.467294
PINELLAS POINT NURSING AND REHAB CENTER,105878,5601 31ST ST S,SAINT PETERSBURG,Pinellas,25,0,0,0,44,18,1,0,27.717174,-82.675199
PAGE REHABILITATION AND HEALTHCARE CENTER,105864,2310 N AIRPORT ROAD,FORT MYERS,Lee,70,39,39,15,142,39,74,0,26.593542,-81.867867
PALM CITY NURSING & REHAB CENTER,105831,2505 SW MARTIN HWY,PALM CITY,Martin,32,4,15,4,85,31,3,0,27.161271,-80.285877
BROOKDALE ATRIUM WAY 2,105927,9960 ATRIUM WAY,JACKSONVILLE,Duval,27,12,1,1,70,33,3,0,30.331061999999996,-81.542118
CROSSWINDS HEALTH AND REHABILITATION CENTER,105824,13455 W US HWY 90,GREENVILLE,Madison,28,8,1,1,42,26,0,0,30.469085000000003,-83.627137
CORAL REEF NURSING & REHABILITATION CENTER,105910,9869 SW 152ND STREET,MIAMI,Miami-Dade,82,67,34,25,139,78,17,0,25.628681,-80.352789
DOLPHIN POINTE HEALTH CARE CENTER,106135,5355 DOLPHIN POINT BLVD,JACKSONVILLE,Duval,0,0,14,14,39,11,0,1,0,0
WESTMINSTER SUNCOAST,105926,1095 PINELLAS POINT DR S,SAINT PETERSBURG,Pinellas,17,0,3,0,118,8,0,0,27.704842,-82.649064
RIVERCHASE HEALTH AND REHABILITATION CENTER,106043,1017 STRONG RD,QUINCY,Gadsden,28,5,7,3,102,36,11,1,30.568072000000004,-84.554257
CONSULATE HEALTH CARE OF KISSIMMEE,106011,2511 JOHN YOUNG PARKWAY NORTH,KISSIMMEE,Osceola,58,7,26,14,93,92,18,0,28.319896,-81.415961
LAFAYETTE NURSING AND REHABILITATION CENTER,105963,512 W MAIN ST,MAYO,Lafayette,51,1,20,9,37,44,3,0,30.054316,-83.181424
"TERRACE OF KISSIMMEE, THE",105839,221 PARK PLACE BLVD,KISSIMMEE,Osceola,74,6,19,9,99,67,3,0,28.313568,-81.407807
LAKES OF CLERMONT HEALTH AND REHABILITATION CENTER,106134,1775 HOOKS STREET,CLERMONT,Lake,8,0,0,0,52,51,6,0,28.542668,-81.72406
CLYDE E LASSEN STATE VETERANS NURSING HOME,106088,4650 STATE RD 16,SAINT AUGUSTINE,St. Johns,1,1,20,0,93,12,40,1,29.959625,-81.468582
BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER,106090,1959 N HONORE AVE,SARASOTA,Sarasota,0,0,8,0,35,4,0,0,27.354316,-82.463973
"ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING",106038,8401 W CYPRESS DR,PEMBROKE PINES,Broward,86,9,62,28,80,63,18,0,26.003137,-80.253967
SARASOTA POINT REHABILITATION CENTER,106102,2600 COURTLAND STREET,SARASOTA,Sarasota,4,0,9,6,,11,0,0,27.326399,-82.516975
ST PETERSBURG NURSING & REHABILITATION,106033,521 69TH AVE N,SAINT PETERSBURG,Pinellas,54,31,0,0,76,37,3,0,27.835011,-82.640168
KR AT COLLEGE HARBOR,105959,4600 54TH AVE S,SAINT PETERSBURG,Pinellas,2,0,0,0,45,7,3,0,27.718995000000003,-82.693519
DESOTO HEALTH AND REHAB,106070,475 NURSING HOME DR,ARCADIA,DeSoto,20,1,7,1,36,18,4,0,27.2291,-81.849524
LIFE CARE CENTER AT WELLS CROSSING,105962,355 CROSSING BLVD,ORANGE PARK,Clay,30,42,29,7,78,33,20,0,30.185253,-81.718011
SUWANNEE VALLEY NURSING CENTER,105825,427 15TH AVENUE NORTHWEST,JASPER,Hamilton,0,0,0,0,54,4,0,0,30.522049000000003,-82.959917
VILLAGES REHABILITATION AND NURSING CENTER (THE),106099,900 HIGHWAY 466,LADY LAKE,Lake,5,1,6,0,101,5,0,0,28.916029999999996,-81.941934
