Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
PARKVIEW JULIAN HELATHCARE CENTER,055601,1801 JULIAN AVENUE,BAKERSFIELD,Kern,9,2,10,3,85,26,1,0,35.323523,-119.02227400000001
FAIRMONT REHABILITATION HOSPITAL,055242,950 S. FAIRMONT AVENUE,LODI,San Joaquin,12,3,9,1,45,19,2,0,38.121595,-121.285787
MADERA REHABILITATION & NURSING CENTER,055147,517 SOUTH A STREET,MADERA,Madera,109,116,66,19,141,62,64,0,36.960455,-120.050893
MAPLE HEALTHCARE CENTER,055036,2625 MAPLE AVE.,LOS ANGELES,Los Angeles,1,2,2,0,59,1,0,0,34.023202,-118.26557500000001
BROADWAY MANOR CARE CENTER,055670,605 WEST BROADWAY,GLENDALE,Los Angeles,23,2,12,5,55,17,2,0,34.146784,-118.266991
SHADOWBROOK POST ACUTE,055612,1 GILMORE LANE,OROVILLE,Butte,0,0,0,0,33,1,1,0,39.507796,-121.540566
COUNTRY VILLA PLAZA CONVALESCENT CENTER,055206,1209 HEMLOCK WAY,SANTA ANA,Orange,39,48,28,9,116,45,22,0,33.709809,-117.88420799999999
CULVER WEST HEALTH CENTER,055350,4035 GRANDVIEW BLVD.,LOS ANGELES,Los Angeles,41,9,14,4,63,21,1,0,33.999844,-118.42735400000001
MISSION CARE CENTER,055542,8487 MAGNOLIA AVENUE,RIVERSIDE,Riverside,0,1,7,0,35,6,0,0,33.931043,-117.42787499999999
"TWO PALMS NURSING CENTER, INC",055464,2637 E. WASHINTON BLVD,PASADENA,Los Angeles,32,3,6,2,28,23,18,0,34.169168,-118.09599900000002
THE CALIFORNIAN,055684,2225 DE LA VINA ST,SANTA BARBARA,Santa Barbara,1,2,21,0,44,2,1,0,34.431276,-119.72011799999999
PARKWAY HILLS NURSING & REHABILITATION,055078,7760 PARKWAY DRIVE,LA MESA,San Diego,0,2,0,0,50,2,1,0,32.774201,-117.029481
WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,055308,9461 BATEY AVENUE,ELK GROVE,Sacramento,88,16,20,12,100,51,6,1,38.413204,-121.36058899999999
ROYAL TERRACE HEALTHCARE,055541,1340 HIGHLAND AVE.,DUARTE,Los Angeles,34,46,4,0,35,32,7,0,34.137363,-117.966614
LA MESA HEALTHCARE CENTER,055488,3780 MASSACHUSETTS AVENUE,LA MESA,San Diego,1,3,4,0,79,6,6,0,32.74577,-117.042883
LA HABRA CONVALESCENT HOSPITAL,055622,1233 WEST LA HABRA BOULEVARD,LA HABRA,Orange,4,4,3,0,56,16,4,0,33.931902,-117.959717
FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,055111,5310 FOUNTAIN AVE,LOS ANGELES,Los Angeles,5,8,5,0,75,14,8,0,34.095055,-118.30502400000002
ROYAL VISTA CARE CENTER,055105,909 W. SANTA ANITA AVE,SAN GABRIEL,Los Angeles,49,4,11,8,51,25,1,0,34.094629,-118.112174
LA SIERRA CARE CENTER,055271,2424 M STREET,MERCED,Merced,0,0,5,0,44,9,1,0,37.30927,-120.480647
LA PALOMA HEALTHCARE CENTER,055335,3232 THUNDER DRIVE,OCEANSIDE,San Diego,13,73,10,0,63,9,1,0,33.187154,-117.288248
HIGHLAND CARE CENTER OF REDLANDS,055650,700 EAST HIGHLAND AVENUE,REDLANDS,San Bernardino,19,11,1,0,56,17,6,0,34.045623,-117.163928
HERITAGE GARDENS HEALTH CARE CENTER,055183,25271 BARTON ROAD,LOMA LINDA,San Bernardino,5,1,8,0,88,5,0,0,34.048277,-117.253494
THE CALIFORNIAN-PASADENA,055480,120 BELLEFONTAINE STREET,PASADENA,Los Angeles,0,3,9,0,39,8,7,0,34.131583,-118.15285
HOLLENBECK PALMS,055115,573 S. BOYLE AVE.,LOS ANGELES,Los Angeles,15,17,11,1,48,20,5,0,34.039891,-118.219835
MISSION VIEW HEALTH CENTER,055079,1425 WOODSIDE DR,SAN LUIS OBISPO,San Luis Obispo,0,10,4,0,109,5,0,0,35.265538,-120.638925
VALLE VERDE HEALTH FACILITY,055733,900 CALLE DE LOS AMIGOS,SANTA BARBARA,Santa Barbara,6,8,10,2,52,20,7,0,34.421854,-119.749683
BONNIE BRAE SKILLED NURSING,055538,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,Los Angeles,20,15,14,5,45,18,0,0,34.060342,-118.27119399999998
LOS BANOS NURSING & REHABILITATION CENTER,055028,931 IDAHO AVE.,LOS BANOS,Merced,0,145,6,0,32,2,19,0,37.062647,-120.86011400000001
VALLEY VIEW POST ACUTE,055372,3111 SANTA ANITA AVE,EL MONTE,Los Angeles,35,1,21,12,62,20,7,0,34.064548,-118.04269500000001
WOODLANDS HEALTHCARE CENTER,055517,14966 TERRENO DE FLORES LANE,LOS GATOS,Santa Clara,20,18,7,4,37,18,0,0,37.251126,-121.95298400000001
SAN JOSE HEALTHCARE & WELLNESS CENTER,055388,75 N. 13TH STREET,SAN JOSE,Santa Clara,0,6,0,0,50,0,3,0,37.34301,-121.878813
PALO ALTO SUB-ACUTE AND REHABILITATION CENTER,055646,911 BRYANT STREET,PALO ALTO,Santa Clara,,,,,,,,,37.442515,-122.15622
SOUTH MARIN HEALTH & WELLNESS CENTER,055093,1220 SOUTH ELISEO DRIVE,GREENBRAE,Marin,1,1,0,0,56,8,1,0,37.944028,-122.53579899999998
SHORELINE HEALTHCARE CENTER,055353,4029 EAST ANAHEIM STREET,LONG BEACH,Los Angeles,3,2,11,0,55,6,0,0,33.78259,-118.14480899999998
WINDSOR GARDENS CARE CENTER OF HAYWARD,055434,1628 B STREET,HAYWARD,Alameda,4,9,4,1,54,11,9,0,37.679543,-122.071766
ST PAULS TOWERS,055156,100 BAY PLACE,OAKLAND,Alameda,0,1,0,0,21,0,12,0,37.811817,-122.26058199999999
LOMPOC VALLEY MEDICAL CTR COMP CARE CTR D/P SNF,055256,216 N THIRD STREET,LOMPOC,Santa Barbara,1,6,15,0,81,6,3,0,34.641321,-120.44517900000001
BEACHSIDE POST ACUTE,055123,3294 SANTA FE AVENUE,LONG BEACH,Los Angeles,1,13,17,1,75,10,0,0,33.816616,-118.215393
WHITTIER HILLS HEALTH CARE CTR,055430,10426 BOGARDUS AVE,WHITTIER,Los Angeles,23,73,21,3,131,24,4,0,33.941515,-117.98425400000002
WINDSOR CHICO CARE CENTER,055516,188 COHASSET LANE,CHICO,Butte,26,1,6,3,67,11,2,0,39.750127,-121.852568
SANTA MARIA POST ACUTE,055563,820 W COOK ST,SANTA MARIA,Santa Barbara,46,2,14,9,37,26,3,0,34.949539,-120.44566800000001
HAYWARD CONVALESCENT HOSPITAL,055338,1832 B STREET,HAYWARD,Alameda,0,29,8,0,69,1,5,0,37.682042,-122.06686099999999
VENTURA POST ACUTE,055719,4020 LOMA VISTA RD,VENTURA,Ventura,48,102,9,3,56,33,11,0,34.277761,-119.241657
SANTA ANITA CONVALESCENT HOSPITAL,055293,5522 GRACEWOOD AVE.,TEMPLE CITY,Los Angeles,11,35,54,39,288,32,0,0,0,0
RIVIERA HEALTHCARE CENTER,055045,8203 TELEGRAPH RD,PICO RIVERA,Los Angeles,12,6,22,13,106,32,16,0,33.967002,-118.115749
WINDSOR GARDENS CARE CENTER OF FULLERTON,055689,245 E WILSHIRE AVENUE,FULLERTON,Orange,2,0,9,0,70,10,1,0,33.8724,-117.92049
NORTH VALLEY NURSING CENTER,055146,7660 WYNGATE ST,TUJUNGA,Los Angeles,1,0,0,0,78,4,0,0,34.257436,-118.299822
BUENA VISTA CARE CENTER,055459,1440 S EUCLID AVENUE,ANAHEIM,Orange,37,33,10,3,93,22,33,0,33.811543,-117.94142800000002
KEARNY MESA CONVALESCENT AND NURSING HOME,055286,7675 FAMILY CIRCLE DRIVE,SAN DIEGO,San Diego,5,13,5,0,82,9,4,0,32.799311,-117.15736299999999
COUNTRY MANOR HEALTHCARE,055002,11723 FENTON AVENUE,LAKE VIEW TERRACE,Los Angeles,66,17,19,13,84,49,5,0,34.283098,-118.39254800000002
HARVARD CREEK POST ACUTE,055544,519 W. BADILLO ST.,COVINA,Los Angeles,0,0,0,0,50,0,1,0,34.086394,-117.89942400000001
OAKPARK HEALTHCARE CENTER,055360,9166 TUJUNGA CANYON BLVD,TUJUNGA,Los Angeles,5,6,38,13,46,0,0,0,34.235955,-118.27049300000002
VERNON HEALTHCARE CENTER,055167,1037 W. VERNON AVENUE,LOS ANGELES,Los Angeles,3,8,3,0,87,13,4,0,34.003672,-118.292993
SPRING HILL MANOR,055640,355 JOERSCHKE DR,GRASS VALLEY,Nevada,0,6,13,0,64,2,11,0,39.230546,-121.04218300000001
MONROVIA POST ACUTE,055259,1220 E. HUNTINGTON DRIVE,DUARTE,Los Angeles,46,8,3,0,52,37,34,0,34.139542,-117.97882999999999
SANTA TERESITA MANOR,055139,819 BUENA VISTA ST.,DUARTE,Los Angeles,0,0,0,0,61,5,0,0,34.14304,-117.97755400000001
ALTA VISTA HEALTHCARE & WELLNESS CENTRE,055042,9020 GARFIELD STREET,RIVERSIDE,Riverside,1,4,2,2,86,5,13,0,33.928554,-117.44026899999999
VIENNA NURSING AND REHABILITATION CENTER,055481,800 SO. HAM LANE,LODI,San Joaquin,66,213,27,20,115,30,14,0,38.124124,-121.28821200000002
UPLAND REHABILITATION AND CARE CENTER,055374,1221 EAST ARROW HWY,UPLAND,San Bernardino,69,0,56,5,150,86,0,0,34.099786,-117.63485400000002
ST ELIZABETH HEALTHCARE CENTER,055570,2800 N. HARBOR BLVD.,FULLERTON,Orange,7,27,3,0,46,11,9,0,33.903462,-117.92947000000001
"MANNING GARDENS CARE CENTER, INC",055423,2113 E. MANNING AVENUE,FRESNO,Fresno,0,39,3,0,44,4,13,0,36.60534100000001,-119.75261900000001
ARTESIA CHRISTIAN HOME INC.,055539,11614 E. 183RD ST,ARTESIA,Los Angeles,6,5,12,2,43,1,0,0,33.865713,-118.085959
"DESERT CANYON POST ACUTE, LLC",055307,1642 WEST AVENUE J,LANCASTER,Los Angeles,2,46,5,1,86,7,15,0,34.689375000000005,-118.159828
GARDEN CREST REHABILITATION CENTER,055161,909 LUCILE AVE.,LOS ANGELES,Los Angeles,1,1,7,0,52,0,0,0,34.08552,-118.282535
PARKVIEW HEALTHCARE CENTER,055671,1514 E. LINCOLN AVENUE,ANAHEIM,Orange,0,0,2,0,31,5,0,0,33.839411,-117.896867
ROCK CREEK CARE CENTER,055446,260 RACETRACK STREET,AUBURN,Placer,0,0,13,0,63,1,3,0,38.890323,-121.07832900000001
JEWISH HOME & REHAB CENTER D/P SNF,055169,302 SILVER AVENUE,SAN FRANCISCO,San Francisco,4,24,4,0,315,7,5,0,37.728549,-122.43041700000002
"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",055017,2990 SOQUEL AVENUE,SANTA CRUZ,Santa Cruz,0,0,1,0,103,7,0,0,36.98634,-121.98452100000002
MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOS,055022,2929 THERESA DRIVE,NEWBURY PARK,Ventura,0,20,6,0,41,4,21,0,34.179116,-118.93789800000002
BRENTWOOD HEALTH CARE CENTER,055711,1321 FRANKLIN STREET,SANTA MONICA,Los Angeles,4,0,0,0,42,3,0,0,34.038624,-118.46951900000002
GEM TRANSITIONAL,055341,716 SOUTH FAIR OAKS AVE,PASADENA,Los Angeles,48,127,60,57,45,29,15,0,34.133578,-118.150352
EAST BAY POST-ACUTE,055239,20259 LAKE CHABOT ROAD,CASTRO VALLEY,Alameda,1,2,31,0,64,6,48,0,37.696902,-122.08687200000001
SANTA CLARITA POST-ACUTE CARE CENTER,055728,23801 NEWHALL AVENUE,NEWHALL,Los Angeles,14,10,21,2,64,16,21,0,34.372198000000004,-118.517086
COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,055710,855 NORTH FAIRFAX AVENUE,LOS ANGELES,Los Angeles,8,49,7,1,72,11,2,0,34.087019,-118.361515
SUNNY VILLAGE CARE CENTER,055203,1428 S. MARENGO AVE.,ALHAMBRA,Los Angeles,2,0,4,0,73,1,0,1,34.075985,-118.14183599999998
CALIFORNIA POST-ACUTE CARE,055052,3615 E. IMPERIAL HIWY,LYNWOOD,Los Angeles,30,1,5,2,109,29,4,0,33.930954,-118.203977
WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,055739,637 EAST ROMIE LANE,SALINAS,Monterey,9,0,7,0,88,22,0,0,36.658974,-121.64199900000001
JURUPA HILLS POST ACUTE,055581,6401 33RD STREET.,RIVERSIDE,Riverside,78,27,9,2,125,54,0,0,34.012328,-117.42284200000002
HORIZON HEALTH AND SUBACUTE CENTER,055199,3034 E HERNDON,FRESNO,Fresno,14,50,2,1,136,18,25,0,36.8377,-119.73510500000002
NEWPORT NURSING AND REHABILITATION CENTER,055518,1555 SUPERIOR AVENUE,NEWPORT BEACH,Orange,0,4,2,0,31,9,8,0,33.631123,-117.92870699999999
BERKLEY WEST CONV HOSP,055136,1623 ARIZONA AVENUE,SANTA MONICA,Los Angeles,0,3,3,0,26,1,0,0,34.02751000000001,-118.48469199999998
SANTA MONICA HEALTH CARE CENTER,055540,1320 20TH STREET,SANTA MONICA,Los Angeles,24,105,13,6,44,18,12,0,34.029488,-118.48095900000001
EL MONTE CONVALESCENT HOSPITAL,055202,4096 EASY STREET,EL MONTE,Los Angeles,80,65,29,26,36,49,5,1,34.083399,-118.062031
COUNTRY VILLA SOUTH CONV CTR,055504,3515 OVERLAND AVENUE,LOS ANGELES,Los Angeles,172,0,20,24,67,18,0,0,34.024525,-118.411456
PASADENA PARK HEALTHCARE AND WELLNESS CENTER,055548,2585 E. WASHINGTON BLVD.,PASADENA,Los Angeles,11,25,11,4,77,20,3,0,34.169145,-118.09717000000002
ONTARIO HEALTHCARE CENTER,055707,1661 SOUTH EUCLID AVENUE,ONTARIO,San Bernardino,1,4,1,0,52,4,2,0,34.042984,-117.65074600000001
DYCORA TRANSITIONAL HEALTH - QUAIL LAKE,055304,1221 ROSEMARIE LANE,STOCKTON,San Joaquin,8,1,10,0,84,8,0,0,37.986818,-121.31983300000002
GREENFIELD CARE CENTER OF FAIRFIELD,055189,1260 TRAVIS BLVD,FAIRFIELD,Solano,0,0,4,0,71,5,3,0,38.258261,-122.04911099999998
VISTA PACIFICA CONVALESCENT HOSPITAL,055361,3662 PACIFIC AVENUE,RIVERSIDE,Riverside,4,0,4,0,48,13,0,0,34.005729,-117.420432
CENTRAL GARDENS POST ACUTE,055280,1355 ELLIS STREET,SAN FRANCISCO,San Francisco,41,4,64,17,77,40,1,0,37.782869,-122.428618
MAGNOLIA GARDENS CONVALESCENT HOSPITAL,055142,17922 SAN FERNANDO MISSION RD,GRANADA HILLS,Los Angeles,44,4,25,18,71,55,0,1,34.27215900000001,-118.525031
GARDEN VIEW POST- ACUTE REHABILITATION,055187,14475 GARDEN VIEW LANE,BALDWIN PARK,Los Angeles,15,0,2,2,63,8,1,0,34.06862,-117.960438
COMMUNITY CARE AND REHABILITATION CENTER,055409,4070 JURUPA AVENUE,RIVERSIDE,Riverside,104,28,36,12,135,64,1,0,33.960913,-117.395846
PILGRIM PLACE HEALTH SERVICES CENTER,055261,721 HARRISON AVE,CLAREMONT,Los Angeles,0,611,23,0,36,9,9,0,34.098614,-117.726622
WINDSOR PARK CARE CENTER OF FREMONT,055276,2400 PARKSIDE DRIVE,FREMONT,Alameda,37,12,8,1,49,20,0,0,37.559425,-121.98188200000001
CUPERTINO HEALTHCARE & WELLNESS CENTER,055407,22590 VOSS AVENUE,CUPERTINO,Santa Clara,0,8,1,0,147,8,1,0,37.31785,-122.069499
WOLF CREEK CARE CENTER,055512,107 CATHERINE LANE,GRASS VALLEY,Nevada,0,0,15,0,52,0,0,0,39.229645,-121.04769800000001
BUENA VENTURA  POST ACUTE CARE CENTER,055697,1016 S. RECORD ST.,LOS ANGELES,Los Angeles,80,14,20,15,53,28,14,0,34.021625,-118.182631
CHINO VALLEY HEALTH CARE CENTE,055126,2351 S TOWNE AVENUE,POMONA,Los Angeles,,,,,,,,,34.02855,-117.74034200000001
OAKLAND HEALTHCARE & WELLNESS CENTER,055215,3030 WEBSTER STREET,OAKLAND,Alameda,4,0,0,0,89,3,0,0,37.819377,-122.263273
THE BRADLEY GARDENS,055598,980 WEST SEVENTH STREET,SAN JACINTO,Riverside,1,0,10,0,40,3,0,0,33.780185,-116.977574
THE SEQUOIAS,055466,501 PORTOLA ROAD,PORTOLA VALLEY,San Mateo,0,0,0,0,26,2,2,0,37.37525500000001,-122.220441
LAWTON SKILLED NURSING & REHABILITATION CENTER,055175,1575 7TH AVENUE,SAN FRANCISCO,San Francisco,20,1,2,0,45,14,8,0,37.758941,-122.463806
"JACOB HEALTH CARE CENTER, LLC",055508,4075 54TH ST.,SAN DIEGO,San Diego,3,2,0,0,116,8,16,0,32.750182,-117.079367
INGLEWOOD HEALTH CARE CENTER,055526,100 S. HILLCREST BLVD,INGLEWOOD,Los Angeles,11,88,6,5,81,22,10,0,33.962436,-118.348703
BEACHSIDE POST ACUTE,055531,22520 MAPLE AVENUE,TORRANCE,Los Angeles,8,3,58,56,100,12,2,0,33.822954,-118.340101
PLEASANT HILL POST ACUTE,055049,1625 OAK PARK BOULEVARD,PLEASANT HILL,Contra Costa,29,20,12,6,43,19,2,0,37.933204,-122.063116
MOUNTAIN VIEW HEALTHCARE CENTER,055316,2530 SOLACE PLACE,MOUNTAIN VIEW,Santa Clara,6,28,18,0,67,1,1,0,37.366588,-122.079292
GROSSMONT POST ACUTE CARE,055632,8787 CENTER DRIVE,LA MESA,San Diego,2,1,8,0,77,3,2,0,32.781663,-117.009023
MARYCREST MANOR,055196,10664 ST. JAMES DRIVE,CULVER CITY,Los Angeles,1,0,0,0,51,3,0,0,33.999173,-118.38386600000001
COTTONWOOD CANYON HEALTHCARE CENTER,055064,1391 MADISON AVENUE,EL CAJON,San Diego,4,2,3,0,71,14,15,0,32.800188,-116.931981
ADVANCED REHAB CENTER OF TUSTIN,055330,2210 E. FIRST STREET,SANTA ANA,Orange,4,51,8,0,80,17,48,0,33.745583,-117.83532
SOCAL POST-ACUTE CARE,055168,7931 S. SORENSON AVE.,WHITTIER,Los Angeles,5,0,2,0,44,2,0,0,33.97006,-118.059882
PROVIDENCE ST ELIZABETH CARE CENTER,055192,10425 MAGNOLIA BLVD,NORTH HOLLYWOOD,Los Angeles,0,0,0,0,39,7,4,0,34.164908,-118.35786400000002
"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",055208,6400 PURDUE DRIVE,EUREKA,Humboldt,0,1,12,0,59,2,5,0,40.73119500000001,-124.203972
PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,055575,12072 TRASK AVE.,GARDEN GROVE,Orange,3,6,2,1,78,13,3,0,33.767026,-117.91867900000001
BAY CREST CARE CENTER,055559,3750 GARNET STREET,TORRANCE,Los Angeles,4,226,21,4,64,12,0,0,33.843167,-118.35285099999999
GLENDALE POST ACUTE CENTER,055523,250 N. VERDUGO ROAD,GLENDALE,Los Angeles,26,1,26,7,97,12,0,0,34.149683,-118.23600199999998
COUNTRY VILLA BELMONT HEIGHTS,055077,1730 GRAND AVE,LONG BEACH,Los Angeles,5,116,7,1,100,21,63,0,33.788308,-118.14805900000002
YORK HEALTHCARE & WELLNESS CENTRE,055664,6071 YORK BLVD.,LOS ANGELES,Los Angeles,48,8,66,12,78,30,18,0,34.117661,-118.18688399999999
COUNTRY VILLA WESTWOOD,055060,12121 SANTA MONICA BOULEVARD,LOS ANGELES,Los Angeles,44,75,9,2,81,30,28,0,34.040254,-118.46406799999998
CANTERBURY WOODS,055303,651 SINEX  AVENUE,PACIFIC GROVE,Monterey,0,0,1,0,16,2,3,0,36.615375,-121.921506
LOMITA POST-ACUTE CARE CENTER,055262,1955  LOMITA BLVD,LOMITA,Los Angeles,50,8,13,3,50,59,4,0,33.799743,-118.31378899999999
GRANT CUESTA SUB-ACUTE AND REHABILITATION CENTER,055315,1949 GRANT ROAD,MOUNTAIN VIEW,Santa Clara,9,10,0,0,90,7,4,0,37.373416,-122.077722
UNIVERSITY CARE CENTER,055328,5602 UNIVERSITY AVE,SAN DIEGO,San Diego,1,0,5,0,78,4,0,0,32.748115,-117.074215
PASADENA GROVE HEALTH CENTER,055617,1470 N FAIR OAKS AVE,PASADENA,Los Angeles,0,0,8,0,40,6,4,0,34.171117,-118.150695
MERCED NURSING & REHABILITATION CTR,055249,510 WEST 26TH STREET,MERCED,Merced,31,10,14,4,53,20,0,1,37.310566,-120.47861099999999
THE EARLWOOD,055032,20820 EARL STREET,TORRANCE,Los Angeles,11,2,15,9,57,3,4,0,33.840679,-118.358037
JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF,055283,5189 HOSPITAL ROAD,MARIPOSA,Mariposa,0,0,1,0,18,0,10,0,37.500531,-119.97694799999998
ANGELS NURSING HEALTH CENTER,055704,415 S UNION AVENUE,LOS ANGELES,Los Angeles,5,0,2,0,44,14,0,0,34.059319,-118.268571
UKIAH POST ACUTE,055734,1349 SOUTH DORA ST.,UKIAH,Mendocino,0,1,15,0,43,5,4,0,39.13018,-123.208748
"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",055056,126 N. SAN GABRIEL BLVD.,SAN GABRIEL,Los Angeles,13,6,1,0,54,15,6,0,34.104515,-118.091026
LOS PALOS POST-ACUTE CARE CENTER,055527,1430 WEST  6TH STREET,SAN PEDRO,Los Angeles,42,36,15,11,77,19,23,0,33.738825,-118.30795499999999
LEMON GROVE CARE AND REHABILITATION CENTER,055182,8351 BROADWAY,LEMON GROVE,San Diego,14,46,8,1,140,19,0,0,32.747035,-117.017628
SAYLOR LANE HEALTHCARE CENTER,055417,3500 FOLSOM BOULEVARD,SACRAMENTO,Sacramento,27,28,14,6,37,12,5,0,38.566479,-121.46247100000001
PITTSBURG SKILLED NURSING CENTER,055677,535 SCHOOL STREET,PITTSBURG,Contra Costa,6,0,2,0,41,3,5,0,38.019873,-121.879615
MARIN POST ACUTE,055310,234 N. SAN PEDRO RD,SAN RAFAEL,Marin,93,12,20,14,113,23,13,0,38.002962,-122.52135700000001
GOOD SAMARITAN REHAB AND CARE CENTER,055039,1630 N. EDISON STREET,STOCKTON,San Joaquin,27,7,2,0,72,26,0,0,37.966779,-121.30450600000002
THE VILLAS AT SARATOGA SKILLED NSG & ASSSITED LVG,055435,20400 SARATOGA-LOS GATOS RD,SARATOGA,Santa Clara,12,26,7,2,79,10,3,0,37.257306,-122.030227
MONROVIA GARDENS HEALTHCARE CENTER,055367,615 W. DUARTE RD.,MONROVIA,Los Angeles,4,5,44,27,67,21,3,0,34.132153,-118.012049
PALMS CARE CENTER,055047,1010 VENTURA AVENUE,CHOWCHILLA,Madera,1,1,1,0,56,3,3,0,37.122154,-120.27171799999999
INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,055457,12627 STUDEBAKER ROAD,NORWALK,Los Angeles,0,0,3,1,72,13,6,1,33.916366,-118.09931800000001
MID-TOWN OAKS POST-ACUTE,055493,2600 L STREET,SACRAMENTO,Sacramento,9,226,12,0,90,9,5,0,38.572162,-121.47228299999999
VILLA CORONADO D/P SNF,055074,233 PROSPECT PLACE,CORONADO,San Diego,1,0,15,1,85,13,0,0,32.694596,-117.16774800000002
RIALTO POST ACUTE CENTER,055213,1471 S RIVERSIDE AVE,RIALTO,San Bernardino,76,37,6,2,125,51,32,0,34.074563,-117.37028500000001
ORCHARD POST ACUTE CARE,055412,101 S ORCHARD AVE,VACAVILLE,Solano,4,2,24,0,69,10,2,0,38.357015,-122.00457499999999
NILES CANYON POST ACUTE,055562,38650 MISSION BOULEVARD,FREMONT,Alameda,0,0,2,2,55,11,1,0,37.570251,-121.96571700000001
PICO RIVERA HEALTHCARE CENTER,055170,9140 VERNER STREET,PICO RIVERA,Los Angeles,57,23,19,8,61,34,7,0,33.998677,-118.082512
SIERRA VALLEY REHAB CENTER,055568,301 WEST PUTNAM,PORTERVILLE,Tulare,8,11,760,4,96,33,21,0,36.069525,-119.023401
LINDA VALLEY CARE CENTER,055299,25383 COLE STREET,LOMA LINDA,San Bernardino,45,64,7,4,59,21,14,0,34.053132,-117.251085
ABBY GARDENS HEALTHCARE CENTER,055698,8060 FROST STREET,SAN DIEGO,San Diego,1,1,9,0,81,5,0,0,32.800253,-117.151729
SAN JACINTO HEALTHCARE,055223,275 NORTH SAN JACINTO STREET,HEMET,Riverside,48,62,10,5,56,40,13,0,33.750772,-116.958656
CAPISTRANO BEACH CARE CENTER,055585,35410 DEL REY,CAPISTRANO BEACH,Orange,2,0,0,0,73,4,0,0,33.449426,-117.65086
MOUNT SAN ANTONIO GARDENS,055016,900 E. HARRISON AVE,POMONA,Los Angeles,21,18,2,0,54,15,2,0,34.098808,-117.734945
DOWNEY POST ACUTE,055519,13007 S. PARAMOUNT BLVD.,DOWNEY,Los Angeles,13,2,15,3,67,31,1,0,33.918195,-118.156495
IVY CREEK HEALTHCARE & WELLNESS CENTRE,055441,115 BRIDGE ST.,SAN GABRIEL,Los Angeles,18,1,26,4,77,16,2,0,34.103121,-118.112293
WINDSOR MANOR REHABILITATION CENTER,055150,3806 CLAYTON ROAD,CONCORD,Contra Costa,15,6,0,0,156,7,2,0,37.968821,-122.00528300000002
EISENBERG VILLAGE,055013,18855 VICTORY BL,RESEDA,Los Angeles,31,31,54,27,85,49,45,0,34.186602,-118.54375400000002
"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP",055163,4585 N. FIGUEROA ST.,LOS ANGELES,Los Angeles,22,31,9,4,68,12,5,0,34.097978,-118.205621
AUTUMN HILLS HEALTH CARE CENTER,055288,430 N.GLENDALE AVE,GLENDALE,Los Angeles,8,0,25,17,81,3,1,0,34.153053,-118.243964
COASTAL VIEW HEALTHCARE CENTER,055566,4904 TELEGRAPH RD,VENTURA,Ventura,12,6,22,0,65,13,0,0,34.275923,-119.228411
MOTION PICTURE AND T.V. HOSP D/P SNF,055034,23388 MULHOLLAND DR.,WOODLAND HILLS,Los Angeles,17,6,20,6,73,25,0,0,34.158498,-118.63614100000001
MEADOWBROOK HEALTH CARE CENTER,055401,461 E. JOHNSTON AVENUE,HEMET,Riverside,1,0,2,0,52,2,11,0,33.733059,-116.968094
LAS COLINAS POST ACUTE,055619,800 EAST 5TH STREET,ONTARIO,San Bernardino,76,60,27,20,165,36,13,0,34.081586,-117.638386
BROOKSIDE SKILLED NURSING HOSPITAL,055188,2620 FLORES STREET,SAN MATEO,San Mateo,0,0,11,0,71,2,0,0,37.54266100000001,-122.30656
NORWALK MEADOWS NURSING CENTER,055297,10625 LEFFINGWELL ROAD,NORWALK,Los Angeles,19,7,2,1,93,37,27,0,33.904731,-118.10741599999999
GRAND TERRACE HEALTH CARE CENTER,055129,12000 MT VERNON AVENUE,GRAND TERRACE,San Bernardino,49,4,3,3,53,26,2,0,34.03581,-117.31363199999998
BRIGHTON PLACE SPRING VALLEY,055685,9009 CAMPO ROAD,SPRING VALLEY,San Diego,29,0,2,2,59,12,1,0,32.751834,-117.00318
APPLEWOOD POST ACUTE,055296,1090 RIO LANE,SACRAMENTO,Sacramento,0,0,1,0,44,1,0,0,38.532382,-121.51829899999998
PACIFIC GROVE HEALTHCARE CENTER,055356,200 LIGHTHOUSE AVENUE,PACIFIC GROVE,Monterey,0,0,0,0,45,0,0,0,36.618524,-121.908083
COVINA REHABILITATION CENTER,055449,261 W. BADILLO STREET,COVINA,Los Angeles,18,18,5,3,85,23,24,0,34.086292,-117.893796
