Facility Name,Facility Name Normalized,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
Carriage Court,CARRIAGE COURT,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Respite Care,CENTER FOR RESPITE CARE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chateau at Mountain Crest,CHATEAU AT MOUNTAIN CREST,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton Care Center,CLIFTON CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clovernook,CLOVERNOOK,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtyard at The Seasons,COURTYARD AT THE SEASONS,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Village,COVENANT VILLAGE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi Post Acute,DELHI POST ACUTE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deupree Cottages,DEUPREE COTTAGES,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Hills Care Center,FOREST HILLS CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Park Health Care Center,GARDEN PARK HEALTH CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale Place,GLENDALE PLACE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmony Court Rehab and Nursing,HARMONY COURT REHABILITATION AND NURSING,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrison Pavilion Nursing Center,HARRISON PAVILION NURSING CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillebrand Nursing and Rehab,HILLEBRAND NURSING AND REHABILITATION,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyde Park Health Center,HYDE PARK HEALTH CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indian Springs of Oakley,INDIAN SPRINGS OF OAKLEY,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivy Woods Care Center,IVY WOODS CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judson Care Center,JUDSON CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenwood Terrace Care Center,KENWOOD TERRACE CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeridge Acres,LAKERIDGE ACRES,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty Nursing Center of Colerain,LIBERTY NURSING CENTER OF COLERAIN,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Crawford Care Center,LINCOLN CRAWFORD CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sisters of the Poor,LITTLE SISTERS OF THE POOR,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llanfair Retirement Community,LLANFAIR RETIREMENT COMMUNITY,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Health Care,LOVELAND HEALTH CARE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeira Care Center,MADEIRA CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madeira Village Nursing and Rehab,MADEIRA VILLAGE NURSING AND REHABILITATION,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Knoll Village,MAPLE KNOLL VILLAGE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marjorie P Lee,MARJORIE P LEE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadowbrook Care Center,MEADOWBROOK CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy Franciscan West Park,MERCY FRANCISCAN WEST PARK,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Margaret Hall,MOTHER MARGARET HALL,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Notre Dame Health Care,MOUNT NOTRE DAME HEALTH CARE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Airy Gardens,MT AIRY GARDENS,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Washington Care Center,MT WASHINGTON CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwood Tower's Post Acute,NORWOOD TOWER'S POST ACUTE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Pavilion,OAK PAVILION,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Ridge Care Center,PLEASANT RIDGE CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarlet Oaks Nursing and Rehabilitation Center,SCARLET OAKS NURSING AND REHABILITATION CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawneespring of Harrison Healthcare Center,SHAWNEESPRING OF HARRISON HEALTHCARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Margaret Hall,ST MARGARET HALL,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Theresa's Diversicare,ST THERESA'S DIVERSICARE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor's Pointe,TAYLOR'S POINTE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrace View Garden,TERRACE VIEW GARDEN,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Anderson Rehabilitation,THE ANDERSON REHABILITATION,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Home at HearthStone,THE HOME AT HEARTHSTONE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Residence at Salem Woods,THE RESIDENCE AT SALEM WOODS,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wellington At North Bend,THE WELLINGTON AT NORTH BEND,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Rivers Nursing and Rehabilitation,THREE RIVERS NURSING AND REHABILITATION,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veranda Gardens,VERANDA GARDENS,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellspring Health Care Center,WELLSPRING HEALTH CARE CENTER,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wexford Place,WEXFORD PLACE,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woods Edge Rehab and Nursing,WOODS EDGE REHABILITATION AND NURSING,20201104,OH,HAMILTON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchaven,BIRCHAVEN,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Run Manor,FOX RUN MANOR,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Samaritan,GOOD SAMARITAN,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primrose Retirement Village,PRIMROSE RETIREMENT VILLAGE,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Catherine's Manor of Findlay,ST CATHERINE'S MANOR OF FINDLAY,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Heritage,THE HERITAGE,20201104,OH,HANCOCK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenton Nursing Rehab Center,KENTON NURSING REHABILITATION CENTER,20201104,OH,HARDIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gables Care Center,GABLES CARE CENTER,20201104,OH,HARRISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Meadows of Cadiz,THE MEADOWS OF CADIZ,20201104,OH,HARRISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genacross-LTC,GENACROSS-LTC,20201104,OH,HENRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northcrest- LTC,NORTHCREST- LTC,20201104,OH,HENRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Crest LTC,VAN CREST LTC,20201104,OH,HENRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crestwood Ridge,CRESTWOOD RIDGE,20201104,OH,HIGHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewood,EDGEWOOD,20201104,OH,HIGHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenfield Skilled Nursing and Rehabilitation,GREENFIELD SKILLED NURSING AND REHABILITATION,20201104,OH,HIGHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Hillsboro,HEARTLAND OF HILLSBORO,20201104,OH,HIGHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Laurels,THE LAURELS,20201104,OH,HIGHLAND,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Care and Rehabilitation,LOGAN CARE AND REHABILITATION,20201104,OH,HOCKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Pointe,OAK POINTE,20201104,OH,HOLMES,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenic Pointe,SCENIC POINTE,20201104,OH,HOLMES,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sycamore Run,SYCAMORE RUN,20201104,OH,HOLMES,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Hills,WALNUT HILLS,20201104,OH,HOLMES,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellevue Care Center,BELLEVUE CARE CENTER,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaymont Care and Rehabilitation,GAYMONT CARE AND REHABILITATION,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norwalk Memorial Home,NORWALK MEMORIAL HOME,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Gardens Nursing and Rehabilitation,TWILIGHT GARDENS NURSING AND REHABILITATION,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows at Bellevue,WILLOWS AT BELLEVUE,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows at Willard,WILLOWS AT WILLARD,20201104,OH,HURON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakwood Community Health Center,OAKWOOD COMMUNITY HEALTH CENTER,20201104,OH,JACKSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine's Care Center,CATHERINE'S CARE CENTER,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Club Manor,COUNTRY CLUB MANOR,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dixon Health Care,DIXON HEALTH CARE,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancia Villa Vista,LANCIA VILLA VISTA,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Carriage Inn of Steubenville,THE CARRIAGE INN OF STEUBENVILLE,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Laurels of Steubenville,THE LAURELS OF STEUBENVILLE,20201104,OH,JEFFERSON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centerburg Pointe,CENTERBURG POINTE,20201104,OH,KNOX,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Court Nursing Center,COUNTRY COURT NURSING CENTER,20201104,OH,KNOX,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Laurels of Mount Vernon,THE LAURELS OF MOUNT VERNON,20201104,OH,KNOX,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whispering Hills Rehabilitation and Nursing Center,WHISPERING HILLS REHABILITATION AND NURSING CENTER,20201104,OH,KNOX,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Mentor,ALTERCARE MENTOR,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broadfield Manor,BROADFIELD MANOR,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinal Woods Skilled Nursing and Rehab,CARDINAL WOODS SKILLED NURSING AND REHABILITATION,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Village Skilled Nursing and Rehabilitation,CONCORD VILLAGE SKILLED NURSING AND REHABILITATION,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuing Healthcare of Mentor,CONTINUING HEALTHCARE OF MENTOR,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand River Health and Rehab Center,GRAND RIVER HEALTH AND REHABILITATION CENTER,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Mentor,HEARTLAND OF MENTOR,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Willoughby,HEARTLAND OF WILLOUGHBY,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirtland Rehabilitation and Care,KIRTLAND REHABILITATION AND CARE,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LakeMed Care and Rehabilitation,LAKEMED CARE AND REHABILITATION,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Healthcare Skilled Nursing  Rehabilitation,MADISON HEALTHCARE SKILLED NURSING REHABILITATION,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentor Ridge Health and Rehabilitation Center,MENTOR RIDGE HEALTH AND REHABILITATION CENTER,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Living Breckenridge Village SNF,OHIO LIVING BRECKENRIDGE VILLAGE SNF,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wickliffe Country Place,WICKLIFFE COUNTRY PLACE,20201104,OH,LAKE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbor Health Care,HARBOR HEALTH CARE,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Riverview,HEARTLAND OF RIVERVIEW,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Run of Coal Grove,RIVER RUN OF COAL GROVE,20201104,OH,LAWRENCE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare North,ALTERCARE NORTH,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington Care Center,ARLINGTON CARE CENTER,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flint Ridge,FLINT RIDGE,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendal at Granville,KENDAL AT GRANVILLE,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Heath,LAURELS OF HEATH,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newark Care and Rehabilitation - Skilled Nursing,NEWARK CARE AND REHABILITATION - SKILLED NURSING,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pataskala Oaks Care Center,PATASKALA OAKS CARE CENTER,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuscany Gardens - Nursing Home,TUSCANY GARDENS - NURSING HOME,20201104,OH,LICKING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Hills,GREEN HILLS,20201104,OH,LOGAN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Acres,LOGAN ACRES,20201104,OH,LOGAN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anchor Lodge,ANCHOR LODGE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumn Aegis,AUTUMN AEGIS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenue at North Ridgeville,AVENUE AT NORTH RIDGEVILLE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avon Oaks,AVON OAKS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avon Place,AVON PLACE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendal at Oberlin,KENDAL AT OBERLIN,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keystone Pointe,KEYSTONE POINTE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Pointe Health Center,LAKE POINTE HEALTH CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Care Center of Elyria,LIFE CARE CENTER OF ELYRIA,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Street Care Center,MAIN STREET CARE CENTER,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northridge Skilled Nursing and Rehab,NORTHRIDGE SKILLED NURSING AND REHABILITATION,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Hills,OAK HILLS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Neill North Ridgeville,O'NEILL NORTH RIDGEVILLE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary of the Woods,ST MARY OF THE WOODS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Camillus,VILLA CAMILLUS,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome Nursing Home,WELCOME NURSING HOME,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wesleyan Village,WESLEYAN VILLAGE,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woods on French Creek,WOODS ON FRENCH CREEK,20201104,OH,LORAIN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addison Heights Health and Rehab,ADDISON HEIGHTS HEALTH AND REHABILITATION,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Health Care,ADVANCED HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Sylvania,ARBORS AT SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Creek Health Care,BLUE CREEK HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Senior Living of Oak Openings,CHARTERS SENIOR LIVING OF OAK OPENINGS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concord Care Center,CONCORD CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuing Health Care,CONTINUING HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Rehabilitation and Nursing at Sylvania,DIVINE REHABILITATION AND NURSING AT SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Scott,ELIZABETH SCOTT,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foundation Park Alzheimer's Care Center,FOUNDATION PARK ALZHEIMER'S CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franciscan Care Center,FRANCISCAN CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
